Cod.;Nome;Fornecedor;Valor Unit.;Prazo recarga;Prazo cartão novo;UF;Cidade;Data Tarifa
2444;Viação Navegantes - Cartão Viação Dentro de Piçarras;Viação Navegantes;2,85;5;10;SC;Navegantes;14/03/2023
2445;Viação Navegantes - Cartão Viação Dentro de Penha;Viação Navegantes;3,95;5;10;SC;Navegantes;07/03/2023
2446;Viação Navegantes - Cartão Navegantes Urbano;Viação Navegantes;4,60;5;10;SC;Navegantes;17/03/2023
2447;Viação Navegantes - Cartão Viação Dentro de Machados;Viação Navegantes;4,60;5;10;SC;Navegantes;14/03/2023
2458;Viação Navegantes - Cartão Piçarras X Penha;Viação Navegantes;5,25;5;10;SC;Navegantes;09/05/2025
2459;Viação Navegantes - Cartão Piçarras X Navegantes (sem taxa e sem seguro);Viação Navegantes;7,80;5;10;SC;Navegantes;09/05/2025
2461;Viação Navegantes - Cartão Piçarras X Machados;Viação Navegantes;9,80;5;10;SC;Navegantes;09/05/2025
2464;Viação Navegantes - Cartão Penha X Navegantes;Viação Navegantes;6,55;5;10;SC;Navegantes;21/09/2022
2465;Viação Navegantes - Cartão Penha X Machados;Viação Navegantes;8,55;5;10;SC;Navegantes;14/03/2023
2467;Viação Navegantes - Cartão Navegantes X Machados;Viação Navegantes;4,60;5;10;SC;Navegantes;14/03/2023
5130;Viação Navegantes -Cartão Navegantes X Gravata;Viação Navegantes;4,60;5;10;SC;Navegantes;27/06/2024
6543;Viação Praiana - Cartão Itajaí X Camboriú;Viação Praiana;7,90;5;10;SC;Itajaí;04/03/2026
6544;Viação Praiana - Cartão Balneário Camboriú X Porto Belo;Viação Praiana;7,90;5;10;SC;Itajaí;04/03/2026
6545;Viação Praiana - Cartão Porto Belo X Itajaí;Viação Praiana;10,40;5;10;SC;Itajaí;04/03/2026
6546;Viação Praiana - Cartão Porto Belo X Itapema;Viação Praiana;4,50;5;10;SC;Itajaí;13/03/2026
6547;Viação Praiana - Cartão Balneário Camboriú X Meia Praia;Viação Praiana;7,60;5;10;SC;Itajaí;20/04/2026
6548;Viação Praiana - Cartão Itapema X Itajaí (via Lojas Moellmann);Viação Praiana;7,65;5;10;SC;Itajaí;14/04/2022
6549;Viação Praiana - Cartão Itapema X Balneário Camboriú;Viação Praiana;7,60;5;10;SC;Itajaí;04/03/2026
6552;Viação Praiana - Cartão Camboriú X Balneário Camboriú;Viação Praiana;7,90;5;10;SC;Itajaí;04/03/2026
9650;Viação Praiana - Cartão Porto Belo x Tijucas;Viação Praiana;6,58;5;10;SC;Itajaí;13/01/2026
10668;Viação Praiana - Cartão Itapema X Itajaí;Viação Praiana;9,90;5;10;SC;Itajaí;03/03/2026
15647;Viação Praiana - Cartão Itajaí X Balneário Camboriú (Bem Bom);Viação Praiana;8,00;5;10;SC;Itajaí;19/03/2025
4863;Viação Verdes Mares - Cartão Enseada X Via Ubatuba (linha 100);Viação Verdes Mares;6,50;5;10;SC;Santa Catarina;23/04/2026
4875;Viação Verdes Mares - Cartão Enseada via Forte (linha 102);Viação Verdes Mares;6,50;5;10;SC;Santa Catarina;23/04/2026
4879;Viação Verdes Mares - Cartão Enseada via Praia Grande Circular;Viação Verdes Mares;6,50;5;10;SC;Santa Catarina;23/04/2026
4880;Viação Verdes Mares - Cartão Patamar 2;Viação Verdes Mares;6,50;5;10;SC;Santa Catarina;23/04/2026
4882;Viação Verdes Mares - Cartão São Francisco do Sul Urbano;Viação Verdes Mares;6,50;5;10;SC;Santa Catarina;23/04/2026
19491;Viação Verdes Mares - Cartão Trevo x Divisa;Viação Verdes Mares;1,70;5;10;SC;Santa Catarina;27/01/2026
19492;Viação Verdes Mares - Cartão Volta Redonda x Itinga;Viação Verdes Mares;5,55;5;10;SC;Santa Catarina;27/01/2026
5318;Coopertalse - Cartão Itaporanga X Aracaju;Coopertalse;6,30;5;10;SE;Aracajú;28/04/2025
6596;Coopertalse - Cartão Aracaju X Riachuelo;Coopertalse;6,20;5;10;SE;Aracajú;28/04/2025
7317;Coopertalse - Cartão Laranjeiras X Aracaju;Coopertalse;6,20;5;10;SE;Aracajú;28/04/2025
7424;Coopertalse - Cartão Aracaju X Maruim;Coopertalse;6,20;5;10;SE;Aracajú;28/04/2025
7425;Coopertalse - Cartão Aracaju X Santo Amaro;Coopertalse;9,00;5;10;SE;Aracajú;28/04/2025
7426;Coopertalse - Cartão Aracaju X Sape;Coopertalse;11,30;5;10;SE;Aracajú;28/04/2025
7427;Coopertalse - Cartão Aracaju X Malhador;Coopertalse;12,60;5;10;SE;Aracajú;28/04/2025
7429;Coopertalse - Cartão Aracaju X Divina Pastora;Coopertalse;10,30;5;10;SE;Aracajú;28/04/2025
7430;Coopertalse - Cartão Aracaju X Santa Rosa De Lima;Coopertalse;10,30;5;10;SE;Aracajú;28/04/2025
19593;Coopetaju - Povoado X Terra Dura (Vencimento 30 dias);Coopetaju;14,00;5;10;SE;Aracaju;16/04/2026
19427;Pagowaju - Cartão Municipal Aracaju;Pagowaju;4,50;5;10;SE;Aracaju;10/12/2025
1092;ABC Caçapava - Cartão Caçapava Urbano;ABC Caçapava;4,75;5;10;SP;Caçapava;15/07/2019
7350;ABC Caçapava - Integração;ABC Caçapava;1,45;5;10;SP;Caçapava;10/07/2019
213;ABC Transportes - Cartão Taubaté Municipal;ABC Transportes;4,70;5;10;SP;Taubaté;08/03/2022
10471;ABC Transportes - Cartão Taubaté X Pinda;ABC Transportes;6,45;5;10;SP;Taubaté;14/04/2026
10472;ABC Transportes - Cartão Pindamonhangaba X Tremembé;ABC Transportes;4,10;5;10;SP;Taubaté;18/10/2023
10473;ABC Transportes - Cartão Centro Taubaté X Paiol (Rural);ABC Transportes;3,30;5;10;SP;Taubaté;18/10/2023
10474;ABC Transportes - Cartão Centro Taubaté X Sete Voltas (Rural);ABC Transportes;3,30;5;10;SP;Taubaté;18/10/2023
10475;ABC Transportes - Cartão Municipal Tremembé;ABC Transportes;4,20;5;10;SP;Taubaté;18/10/2023
10476;ABC Transportes - Cartão Pindamonhangaba X Taubaté via Araretan;ABC Transportes;4,10;5;10;SP;Taubaté;18/10/2023
10477;ABC Transportes - Cartão Taubaté X Tremembé;ABC Transportes;5,20;5;10;SP;Taubaté;14/04/2026
10478;ABC Transportes - Cartão Tremembé X Pindamonhangaba;ABC Transportes;4,40;5;10;SP;Taubaté;18/10/2023
10479;ABC Transportes - Cartão Taubaté X Caçapava;ABC Transportes;7,10;5;10;SP;Taubaté;14/04/2026
10480;ABC Transportes - Cartão Tremembé X Caçapava;ABC Transportes;7,05;5;10;SP;Taubaté;06/02/2025
164;AESA - Bilhete Único Andreense - Santo André Municipal;AESA;7,25;5;10;SP;Santo André;03/01/2025
15515;AETUR Del Rey - Cartão Pec - Municipal Carapicuíba;AETUR Del Rey - Novo Sistema;6,10;5;10;SP;Carapicuíba;05/01/2026
1828;AMTU Marilia - Marília Card;AMTU Marilia;5,75;5;10;SP;Marilia;02/05/2024
816;Andorinha - Cartão Presidente Prudente X Venceslau;Andorinha;16,95;5;10;SP;Presidente Prudente;07/07/2025
2343;Andorinha - Cartão Santo Anastácio X Presidente Prudente (com pedágio) (ida e volta);Andorinha;10,00;5;10;SP;Presidente Prudente;07/07/2025
2395;Andorinha - Cartão Presidente Prudente X Presidente Bernardes / São Paulo;Andorinha;8,60;5;10;SP;Presidente Prudente;07/07/2025
2396;Andorinha - Cartão Presidente Prudente X Presidente Venceslau (com pedágio) / São Paulo;Andorinha;16,95;5;10;SP;Presidente Prudente;07/07/2025
2398;Andorinha - Cartão Presidente Prudente X Presidente Epitácio (com pedágio) / São Paulo;Andorinha;28,25;5;10;SP;Presidente Prudente;07/07/2025
2399;Andorinha - Cartão Presidente Prudente X Álvares Machado / São Paulo;Andorinha;8,60;5;10;SP;Presidente Prudente;07/07/2025
2401;Andorinha - Cartão Presidente Prudente X Piquerobi (com pedágio) / São Paulo;Andorinha;15,65;5;10;SP;Presidente Prudente;07/07/2025
2403;Andorinha - Cartão Presidente Prudente X Caiuá (com pedágio) / São Paulo;Andorinha;21,30;5;10;SP;Presidente Prudente;19/08/2025
2406;Andorinha - Cartão Santo Anastácio X Presidente Bernardes com pedágio) / São Paulo;Andorinha;10,00;5;10;SP;Presidente Prudente;07/07/2025
2408;Andorinha - Cartão Santo Anastácio X Presidente Venceslau (Suburbano);Andorinha;8,25;5;10;SP;Presidente Prudente;07/07/2025
2410;Andorinha - Cartão Santo Anastácio X Presidente Epitácio (com pedágio) (Suburbano);Andorinha;17,85;5;10;SP;Presidente Prudente;07/07/2025
2414;Andorinha - Cartão Santo Anastácio X Álvares Machado (com pedágio) / São Paulo;Andorinha;10,00;5;10;SP;Presidente Prudente;07/07/2025
2417;Andorinha - Cartão Presidente Epitácio X Presidente Prudente (com pedágio) / São Paulo;Andorinha;28,25;5;10;SP;Presidente Prudente;07/07/2025
2421;Andorinha - Cartão Presidente Epitácio X Presidente Venceslau (com pedágio) / São Paulo;Andorinha;12,65;5;10;SP;Presidente Prudente;07/07/2025
2422;Andorinha - Cartão Presidente Epitácio X Presidente Bernardes (com pedágio) / São Paulo;Andorinha;23,70;5;10;SP;Presidente Prudente;07/07/2025
2423;Andorinha - Cartão Presidente Epitácio X Santo Anastácio (com pedágio) / São Paulo;Andorinha;17,85;5;10;SP;Presidente Prudente;07/07/2025
2424;Andorinha - Cartão Presidente Epitácio X Álvares Machado (com pedágio) / São Paulo;Andorinha;26,15;5;10;SP;Presidente Prudente;07/07/2025
2426;Andorinha - Cartão Presidente Bernardes X Presidente Venceslau (com pedágio) / São Paulo;Andorinha;13,00;5;10;SP;Presidente Prudente;07/07/2025
2427;Andorinha - Cartão Presidente Bernardes X Epitácio (com pedágio) / São Paulo;Andorinha;23,70;5;10;SP;Presidente Prudente;07/07/2025
2428;Andorinha - Cartão Presidente Bernardes X Santo Anastácio (com pedágio) / São Paulo;Andorinha;10,00;5;10;SP;Presidente Prudente;07/07/2025
2429;Andorinha - Cartão Presidente Bernardes X Álvares Machado / São Paulo;Andorinha;8,60;5;10;SP;Presidente Prudente;07/07/2025
5334;Andorinha - Cartão Caiuá X Presidente Epitácio;Andorinha;9,70;5;10;SP;Presidente Prudente;07/07/2025
6301;Andorinha - Cartão Presidente Venceslau X Piquerobi;Andorinha;7,55;5;10;SP;Presidente Prudente;07/07/2025
10287;Andorinha - Cartão Caiuá X Presidente Venceslau;Andorinha;7,55;5;10;SP;Presidente Prudente;07/07/2025
856;Andorinha - Cartão Andorinha Urbano;Andorinha (Corumbá) (Sistema Novo);3,70;5;10;SP;Presidente Prudente;22/02/2018
16239;Araçoiaba da Serra - Cartão Municipal de Araçoiaba da Serra;Araçoiaba da Serra - Eletrônico - PIX;4,20;5;10;SP;Araçoiaba da Serra;06/11/2025
16037;AS Service - Municipal São Manuel;AS Transportes;1,00;5;10;SP;São Manuel;26/08/2025
15264;Associação dos Mestres - Cartão Santos X Guarujá;Associação dos Mestres - Travessia Catraia;3,00;5;10;SP;Guarujá;02/04/2025
10361;Auto Viação Campestre - Cartão Urbano Cosmópolis;Auto Viação Campestre - Eletrônico;5,40;5;10;SP;Cosmópolis;20/09/2023
10398;Auto Viação Ouro Verde - (Sumaré) - Cartão CIT Sumaré Urbano;Auto Viação Ouro Verde - Sumaré;5,45;5;10;SP;Sumaré;03/10/2023
8127;Auto Viação Suzano (Catanduva) - Cartão Municipal Catanduva;Auto Viação Suzano (Catanduva);4,00;5;10;SP;Catanduva;03/01/2020
15696;Avoa - Cartão Municipal Ourinhos;Avoa - Novo Sistema;4,50;5;10;SP;Ourinhos;02/05/2025
19449;BB Turismo - Cartão Municipal Barueri;BB Turismo (Benfácil) - Barueri;6,10;5;10;SP;Barueri;05/01/2026
19450;BB Turismo - Cartão Barueri Integração;BB Turismo (Benfácil) - Barueri;10,00;5;10;SP;Barueri;05/01/2026
19455;Repasse BB Turismo - Cartão Municipal Barueri (Blacklist);BB Turismo (Benfácil) - Barueri;18,30;5;10;SP;Barueri;06/01/2026
19457;Repasse BB Turismo - Cartão Barueri Integração (Blacklist);BB Turismo (Benfácil) - Barueri;18,30;5;10;SP;Barueri;06/01/2026
19451;BB Turismo - Cartão Municipal Itapevi;BB Turismo (Benfácil) - Itapevi;6,10;5;10;SP;Barueri;05/01/2026
19452;BB Turismo - Cartão Itapevi Integração;BB Turismo (Benfácil) - Itapevi;10,00;5;10;SP;Barueri;05/01/2026
19459;Repasse BB Turismo - Cartão Municipal Itapevi (Blacklist);BB Turismo (Benfácil) - Itapevi;18,30;5;10;SP;Barueri;06/01/2026
19461;Repasse BB Turismo - Cartão Itapevi Integração (Blacklist);BB Turismo (Benfácil) - Itapevi;18,30;5;10;SP;Barueri;06/01/2026
15512;BB Turismo - Cartão Municipal Jandira;BB Turismo (Benfácil) - Jandira;5,80;5;10;SP;Barueri;02/01/2025
15567;BB Turismo - Cartão Jandira Integração;BB Turismo (Benfácil) - Jandira;10,00;5;10;SP;Barueri;11/03/2026
15793;Repasse Bem Caieiras - Cartão Municipal Caieiras (Blacklist);Bem - Caieiras - Novo Sistema;8,25;5;10;SP;São Bernardo do Campo;24/06/2025
19526;Bem Caieiras - Cartão Municipal Caieiras;Bem - Caieiras - Novo Sistema;6,00;5;10;SP;São Bernardo do Campo;23/02/2026
19530;Repasse Bem Caieiras - Cartão Municipal Caieiras (Blacklist);Bem - Caieiras - Novo Sistema;9,00;5;10;SP;São Bernardo do Campo;24/02/2026
15794;Repasse Bem Cajamar - Cartão Municipal Cajamar (Blacklist);Bem - Cajamar - Novo Sistema;6,90;5;10;SP;São Bernardo do Campo;24/06/2025
15801;Repasse Bem Franco da Rocha - Cartão Municipal Franco da Rocha (Blacklist);Bem - Cajamar - Novo Sistema;8,25;5;10;SP;São Bernardo do Campo;24/06/2025
19567;Bem Cajamar - Cartão Municipal Cajamar;Bem - Cajamar - Novo Sistema;5,10;5;10;SP;São Bernardo do Campo;26/03/2026
19568;Repasse Bem Cajamar - Cartão Municipal Cajamar (Blacklist);Bem - Cajamar - Novo Sistema;7,65;5;10;SP;São Bernardo do Campo;27/03/2026
19527;Bem Franco da Rocha - Cartão Municipal Franco da Rocha;Bem - Franco da Rocha - Novo Sistema;6,00;5;10;SP;São Bernardo do Campo;23/02/2026
19528;Repasse Bem Franco da Rocha - Cartão Municipal Franco da Rocha (Blacklist);Bem - Franco da Rocha - Novo Sistema;9,00;5;10;SP;São Bernardo do Campo;24/02/2026
15832;Repasse Bem Osasco - Cartão Municipal Osasco (Blacklist);Bem - Osasco - Novo Sistema;8,70;5;10;SP;Osasco;24/06/2025
19448;Bem Osasco - Cartão Municipal Osasco;Bem - Osasco - Novo Sistema;6,10;5;10;SP;Osasco;05/01/2026
19453;Repasse Bem Osasco - Cartão Municipal Osasco (Blacklist);Bem - Osasco - Novo Sistema;9,15;5;10;SP;Osasco;06/01/2026
15779;Bem Santana de Parnaíba - Cartão Municipal Santana de Parnaíba;Bem - Santana de Parnaíba - Novo Sistema;4,50;5;10;SP;São Bernardo do Campo;23/06/2025
15826;Repasse Bem Santana de Parnaíba - Cartão Municipal Santana de Parnaíba (Blacklist);Bem - Santana de Parnaíba - Novo Sistema;6,75;5;10;SP;São Bernardo do Campo;24/06/2025
835;Botutrans - Cartão Tatuí Municipal;Botutrans - Sistema Novo;3,70;5;10;SP;Tatuí;01/02/2019
2317;Br Mobilidade - Cartão Br Mobilidade / São Paulo;BR Mobilidade;0,01;5;10;SP;São Vicente;26/01/2020
5894;BR Mobilidade - Bertioga (Riveira De São Lourenço) X Guarujá (Terminal Ferry Boat) (Linha 929);BR Mobilidade;15,70;5;10;SP;São Vicente;09/01/2026
6756;BR Mobilidade - Santos (Caruara) X Bertioga (Riveira De São Lourenço) (Linha 961);BR Mobilidade;5,55;5;10;SP;São Vicente;09/01/2026
6757;BR Mobilidade - Guarujá (Ferry Boat) X Santos (Caruara) (Linha 949);BR Mobilidade;5,80;5;10;SP;São Vicente;09/01/2026
6758;BR Mobilidade - Circulares 04 e 06 - Náutica III X Pç. Palmares (Linha 915);BR Mobilidade;7,10;5;10;SP;São Vicente;09/01/2026
6759;BR Mobilidade - Guarujá (Ferry Boat) X Cubatão (Jardim Casqueiro) (Linha 909);BR Mobilidade;10,90;5;10;SP;São Vicente;09/01/2026
6760;BR Mobilidade - Vila Ema X Cubatão - Centro (Via Continental e Humaitá) (Linha 950);BR Mobilidade;6,35;5;10;SP;São Vicente;09/01/2026
6762;BR Mobilidade - Gleba II X Usiminas (Linha 913);BR Mobilidade;7,25;5;10;SP;São Vicente;09/01/2026
6764;BR Mobilidade - Humaitá X Ponta da Praia (Via Barreiros) (Linha 940);BR Mobilidade;6,80;5;10;SP;São Vicente;09/01/2026
6765;BR Mobilidade - Humaitá X Usiminas (Linha 914);BR Mobilidade;6,45;5;10;SP;São Vicente;09/01/2026
6766;BR Mobilidade - Itanhaém X Mongaguá S04 / S03;BR Mobilidade;6,80;5;10;SP;São Vicente;09/01/2026
6767;BR Mobilidade - Itanhaém X Peruíbe S01;BR Mobilidade;14,20;5;10;SP;São Vicente;09/01/2026
6768;BR Mobilidade - Itanhaém X Praia Grande ( T.Tático) S05 / S04;BR Mobilidade;8,55;5;10;SP;São Vicente;09/01/2026
6769;BR Mobilidade - Itanhaém X Praia Grande S05;BR Mobilidade;8,55;5;10;SP;São Vicente;09/01/2026
6771;BR Mobilidade - Japuí X Santos (Linha 903);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
6772;BR Mobilidade - Jardim Rádio Clube X Cons. Nébias (Linha 944);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
6773;BR Mobilidade - Bertioga Riviera São Lourenço X Guarujá Terminal Ferry Boat;BR Mobilidade;15,70;5;10;SP;São Vicente;09/01/2026
6774;BR Mobilidade - Bertioga Riviera São Lourenço X Guarujá Terminal Ferry Boat;BR Mobilidade;15,70;5;10;SP;São Vicente;09/01/2026
6775;BR Mobilidade - Guarujá (Ferry Boat) X Bertioga (Riviera De São Lourenço) (Linha 930);BR Mobilidade;12,85;5;10;SP;São Vicente;09/01/2026
6776;BR Mobilidade - Cota 200 X Ponta da Praia (Linha 936);BR Mobilidade;6,80;5;10;SP;São Vicente;09/01/2026
6777;BR Mobilidade - Mongaguá X Itanhaém S05;BR Mobilidade;11,00;5;10;SP;São Vicente;09/01/2026
6781;BR Mobilidade - Monguagá Loty X São Vicente (Itararé) S08;BR Mobilidade;6,50;5;10;SP;São Vicente;21/01/2025
6782;BR Mobilidade - Peruíbe X Itanhaém (S01);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
6783;BR Mobilidade - Peruíbe X Mongaguá (S02);BR Mobilidade;8,55;5;10;SP;São Vicente;09/01/2026
6784;BR Mobilidade - Peruíbe X Praia Grande (L905EX - Tático) S03;BR Mobilidade;12,75;5;10;SP;São Vicente;09/01/2026
6785;BR Mobilidade - Peruíbe X Praia Grande (com taxa) S03;BR Mobilidade;23,25;5;10;SP;São Vicente;09/01/2026
6786;BR Mobilidade - Peruíbe X São Vicente (Linha 905);BR Mobilidade;14,95;5;10;SP;São Vicente;09/01/2026
6787;BR Mobilidade - Praia Grande X Itanhaém S06;BR Mobilidade;17,60;5;10;SP;São Vicente;09/01/2026
6788;BR Mobilidade - Praia Grande X Mongaguá S09 / S04;BR Mobilidade;9,90;5;10;SP;São Vicente;09/01/2026
6789;BR Mobilidade - Itanhaém Gaivota X São Vicente Itararé S06;BR Mobilidade;11,15;5;10;SP;São Vicente;09/01/2026
6790;BR Mobilidade - Samambaia X Santos (Linha 931);BR Mobilidade;6,80;5;10;SP;São Vicente;09/01/2026
6791;BR Mobilidade - Santos X Itanhaém S08;BR Mobilidade;24,10;5;10;SP;São Vicente;09/01/2026
6792;BR Mobilidade - Santos X Mongaguá S11 / S06;BR Mobilidade;16,60;5;10;SP;São Vicente;09/01/2026
6793;BR Mobilidade - Santos X Mongaguá S12 / S07;BR Mobilidade;11,40;5;10;SP;São Vicente;09/01/2026
6794;BR Mobilidade - Santos X Peruíbe 910;BR Mobilidade;35,80;5;10;SP;São Vicente;09/01/2026
6795;BR Mobilidade - São Vicente X Itanhaém S07 / S03;BR Mobilidade;18,95;5;10;SP;São Vicente;09/01/2026
6796;BR Mobilidade - São Vicente X Mongaguá (Linha S10 / S05);BR Mobilidade;13,90;5;10;SP;São Vicente;09/01/2026
6797;BR Mobilidade - VLT (Veículo Leve Sobre os trilhos) (Linha 953);BR Mobilidade;5,60;5;10;SP;São Vicente;09/01/2026
6802;BR Mobilidade - Cartão Circular 105 X Náutica III (Terminal Valongo) (Linha 925);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
6805;BR Mobilidade - Cartão Gleba II X Santos (Via Bolsão) (Linha 932);BR Mobilidade;6,80;5;10;SP;São Vicente;09/01/2026
6843;BR Mobilidade - Gleba II X Ponta da Praia (N.S. de Fátima) (Linha 948);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
6858;BR Mobilidade - Terminal Tático X Usiminas (Via Rod. Imigrantes) (Linha 911);BR Mobilidade;6,80;5;10;SP;São Vicente;09/01/2026
6859;BR Mobilidade - Terminal Tático X Usiminas (Via N. Sª Fátima) (Linha 912);BR Mobilidade;6,80;5;10;SP;São Vicente;09/01/2026
6866;BR Mobilidade - Cartão Humaitá X Tude Bastos (Linha 928);BR Mobilidade;5,30;5;10;SP;São Vicente;09/01/2026
7002;BR Mobilidade - Vila Esperança (Linha 938);BR Mobilidade;6,80;5;10;SP;São Vicente;09/01/2026
7008;BR Mobilidade - Tude Bastos X Canal 02 (Linha 964);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7026;BR Mobilidade - Cartão Mongaguá (Div. Mong/PG) X São Vicente (Estação Barreiros) S09;BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7027;BR Mobilidade - Cartão Humaitá X Tude Bastos (Linha 928) (Integração com ônibus));BR Mobilidade;5,50;5;10;SP;São Vicente;09/01/2026
7028;BR Mobilidade - Terminal Tático X Usiminas (Via Rod. Imigrantes) (Linha 911) (Integração com ônibus));BR Mobilidade;7,75;5;10;SP;São Vicente;09/01/2026
7029;BR Mobilidade - Cartão Terminal Tático X Samarita (Linha 937);BR Mobilidade;5,30;5;10;SP;São Vicente;09/01/2026
7030;BR Mobilidade - Cartão Fabril X Ponta da Praia (Linha 906);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7031;BR Mobilidade - Cartão Jardim Nova República X Ponta da Praia (Linha 919);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7032;BR Mobilidade - Tude Bastos X Canal 2 (Linha 904);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7033;BR Mobilidade - Terminal Tático X Santos (Canal 03) (Linha 934) (Integração com ônibus);BR Mobilidade;6,80;5;10;SP;São Vicente;09/01/2026
7064;BR Mobilidade - Cartão Tude Bastos X Ana Costa (Linha 965);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7065;BR Mobilidade - Cartão Humaitá X Ponta da Praia (Via Praias) (Linha 942);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7445;BR Mobilidade - Cartão CIRCULARES 21 e 24 - CJ. TANCREDO / CANAL 2 (Linha 902);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7530;BR Mobilidade - Circulares 7 e 8 - Parque Bitarú X Ferry Boat (Linha 908);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7578;BR Mobilidade - Circulares 01 e 02 - Joquei Clube / Cons. Nébias (Linha 900);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7579;BR Mobilidade - Náutica III / Santos - (Ana Costa) (Linha 901BI1);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7580;BR Mobilidade - Circulares 03 e 05 - CJ. Tancredo X Canal 1 (Linha 907);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7581;BR Mobilidade - Cosipa X Ponta da Praia (Linha 917);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7582;BR Mobilidade - Casqueiro X Ponta da Praia (Linha 918);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7583;BR Mobilidade - Circular 105 - Náutica III X Terminal Valongo (Linha 925);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7584;BR Mobilidade - Parque Continental X Santos (Via Barreiros) (Linha 939);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7585;BR Mobilidade - Parque Continental X Santos (Via Barreiros) (Linha 939DV1);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7586;BR Mobilidade - Humaitá X Ponta da Praia (Via Praias) (Linha 942VP1);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7587;BR Mobilidade - Gleba II X Ponta da Praia (Vias Praias) (Linha 943);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7588;BR Mobilidade - Humaitá X Ponta da Praia (N. S. De Fátima) (Linha 947);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7589;BR Mobilidade - Rio Branco X Ponta da Praia (N. S. De Fátima) (Linha 947VP1);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7590;BR Mobilidade - Gleba II X Ponta da Praia (N. S. De Fátima) (Linha 948DV1);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7591;BR Mobilidade - Vale Verde X Paquetá (Linha 954);BR Mobilidade;6,45;5;10;SP;São Vicente;09/01/2026
7592;BR Mobilidade - Humaitá X Santos (Via Anchieta) (Linha 933);BR Mobilidade;6,20;5;10;SP;São Vicente;21/01/2025
7593;BR Mobilidade - Pq Continental X Santos (Via Anchieta) (Linha 933BI1);BR Mobilidade;6,45;5;10;SP;São Vicente;09/01/2026
7594;BR Mobilidade - Humaitá X Santos (Via Anchieta) (Linha 933DV1);BR Mobilidade;6,45;5;10;SP;São Vicente;09/01/2026
7595;BR Mobilidade - Gleba II X Santos (Via Bolsão) (Linha 932);BR Mobilidade;6,80;5;10;SP;São Vicente;09/01/2026
7596;BR Mobilidade - Gleba II X Santos (Via Av Senador Feijó/Bolsão) (Linha 932DV1);BR Mobilidade;6,80;5;10;SP;São Vicente;09/01/2026
7597;BR Mobilidade - Parque das Bandeiras X Usiminas (Linha 945);BR Mobilidade;6,80;5;10;SP;São Vicente;09/01/2026
7598;BR Mobilidade - Parque das Bandeiras X Usiminas (Via IFSP) (Linha 945DV1);BR Mobilidade;6,80;5;10;SP;São Vicente;09/01/2026
7599;BR Mobilidade - Circulares 04EX e 06EX - Náutica III X Pç. Palmares X Ponta da Praia (Linha 952);BR Mobilidade;7,10;5;10;SP;São Vicente;09/01/2026
7600;BR Mobilidade - Tude Bastos X Ana Costa (Linha 904B);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7601;BR Mobilidade - Tude Bastos X Ana Costa (Linha 904B) (Integração);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7602;BR Mobilidade - Terminal Tático X Samarita (Linha 937) (Integração com ônibus);BR Mobilidade;5,50;5;10;SP;São Vicente;09/01/2026
7603;BR Mobilidade - Terminal Tático X Samarita (Via CDP) (Linha 937DV1);BR Mobilidade;5,30;5;10;SP;São Vicente;09/01/2026
7604;BR Mobilidade - Terminal Tático X Samarita (Via CDP) (Linha 937DV1) (Integração);BR Mobilidade;5,50;5;10;SP;São Vicente;09/01/2026
7605;BR Mobilidade - Terminal Tático X Santos (Canal 03) (Linha 934);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
7606;BR Mobilidade - Terminal Tático X Santos (Canal 03) (Linha 934);BR Mobilidade;6,00;5;10;SP;São Vicente;09/01/2026
